"Description: ","Maximum 3-day precipitation total"
"Station: ","Ravenna.txt"
"Latitude: ","44"
"Longitude: ","12"
"ClimPACT2_version: ","1.2.7"
"Date_of_calculation: ","2020-01-22"
time, rx3day, normalised (all years)
1971, 72.8, -0.285044110112392
1972, 95, 0.650701434360081
1973, 100.4, 0.87831521544798
1974, 53.6, -1.09433755398048
1975, 91, 0.48209863355423
1976, 86.4, 0.288205412627502
1977, 53.2, -1.11119783406106
1978, 73.3, -0.263968760011661
1979, 112, 1.36726333778495
1980, 112.6, 1.39255375790583
1981, 112.1, 1.37147840780509
1982, 83.8, 0.178613592103698
1983, 35.8, -1.84462001756651
1984, 45, -1.45683357571306
1985, 39, -1.70973777692183
1986, 61.6, -0.757131952368775
1987, 90, 0.439947933352767
1988, 70.6, -0.37777565055561
1989, 77.7, -0.0785056791252243
1990, 65.5, -0.59274422158307
1991, 64.5, -0.634894921784533
1992, 62.7, -0.710766182147166
1993, 79.5, -0.00263441876259142
1994, 120.3, 1.71711414945709
1995, 93.4, 0.583260314037741
1996, 116.4, 1.55272641867138
1997, 105.4, 1.08906871645529
1998, 57.4, -0.934164893214918
1999, 112, 1.36726333778495
2000, 64.6, -0.630679851764387
2001, 109.8, 1.27453179734173
2002, 75, -0.192312569669174
2003, 52, -1.16177867430282
2004, 63.8, -0.664400411925557
2005, 114.8, 1.48528529834904
2006, 65.2, -0.605389431643509
2007, 107.4, 1.17337011685822
2008, 49.2, -1.27980063486691
2009, 82, 0.102742331741065
2010, 53.8, -1.08590741394018
2011, 67.2, -0.521088031240583
2012, 73.6, -0.251323549951222
2013, 80.6, 0.0437313514590174
2014, 52.8, -1.12805811414165
2015, 99, 0.819304235165932
2016, 70.4, -0.386205790595902
2017, 125.2, 1.92365258044426
2018, 69.6, -0.419926350757073
